SIRUTA,F1,F2,F3,F4,F5
65609,-0.22,-4.54,-2.87,-12.35,-1.86
65645,-0.05,-0.15,-0.01,0.03,-0.06
65681,0.15,2.69,0.24,-0.54,1.06
65707,-0.06,-0.15,-0.01,-0.03,0.02
65752,-0.1,-0.11,-0.0,-0.02,0.05
65841,0.57,2.5,-1.51,-1.99,2.21
65869,-0.06,-0.1,-0.03,-0.04,0.02
65921,-0.07,-0.16,0.05,-0.08,-1.25
66009,0.03,0.02,-0.26,-0.26,0.26
66081,-0.13,0.5,0.94,2.22,0.48
66152,-0.04,-0.11,0.13,0.08,0.14
66198,-0.06,-0.1,0.02,0.06,-0.07
66223,-0.06,-0.07,0.27,0.13,0.1
66330,-0.07,-0.07,0.14,0.03,0.03
66401,-0.06,-0.15,-0.05,-0.07,0.01
66438,-0.04,-0.05,0.04,-0.02,0.25
66474,-0.06,-0.14,0.03,-0.15,-0.17
66526,-0.05,-0.15,0.04,-0.03,-0.04
66580,-0.06,-0.14,-0.02,-0.04,-0.15
66697,-0.09,0.25,0.19,0.08,0.05
66731,-0.03,-0.48,-0.36,-2.7,-1.23
66768,-0.07,-0.2,-0.04,0.05,-0.01
66857,-0.04,-0.02,0.1,-0.05,0.2
66955,-0.08,-0.38,-0.22,0.03,-0.09
67014,-0.08,-0.21,-0.03,-0.1,-0.6
67121,-0.05,-0.15,-0.03,0.03,0.02
67167,-0.05,-0.07,-0.04,-0.0,0.12
67256,-0.05,-0.07,-0.04,-0.11,0.04
67292,-0.05,-0.13,-0.02,0.01,0.01
67327,-0.01,0.11,-0.06,-0.26,0.49
67407,-0.11,-0.23,-0.05,0.22,-0.41
67470,-0.04,-0.09,-0.05,-0.02,0.16
67522,-0.06,-0.14,-0.01,0.04,0.0
67595,-0.05,-0.05,0.09,0.25,-0.04
67648,-0.08,-0.11,0.08,0.1,-0.06
67675,-0.06,-0.17,-0.04,-0.01,0.03
67737,0.04,0.29,0.55,-0.01,1.25
67773,-0.03,-0.08,-0.29,-0.44,0.22
67835,-0.06,-0.14,-0.02,-0.02,0.02
67906,-0.02,-0.08,-0.24,-0.23,0.22
67942,-0.05,-0.15,0.01,0.05,0.05
68002,-0.06,-0.06,0.05,-0.21,-0.15
68048,-0.06,-0.14,-0.02,0.01,-0.01
68128,-0.06,-0.16,-0.0,0.01,-0.0
68182,-0.05,-0.16,0.12,0.17,-0.01
68253,-0.06,-0.17,-0.01,-0.04,-0.0
68280,-0.07,-0.2,0.01,0.08,-0.02
68324,-0.02,-0.1,0.06,0.28,-0.15
68342,-0.23,-0.86,-0.3,-0.3,-0.62
68404,-0.05,-0.12,0.01,0.03,0.08
68431,-0.06,-0.14,0.03,0.02,0.03
68468,-0.05,-0.13,-0.12,0.01,-0.13
68529,-0.06,-0.14,-0.04,-0.05,0.03
68565,-0.04,-0.13,0.03,-0.08,0.04
68627,-0.04,0.07,0.15,0.15,0.24
68716,-0.06,-0.17,0.11,0.29,-0.03
68789,-0.02,-0.0,-0.13,-0.37,0.13
68887,-0.06,-0.19,-0.01,-0.01,-0.08
68921,-0.03,-0.09,-0.06,-0.09,0.11
68976,-0.03,-0.11,-0.12,-0.4,0.13
69063,-0.05,-0.13,-0.0,-0.05,0.03
69170,-0.08,-0.22,-0.05,0.0,-0.11
69250,0.03,0.02,0.29,-0.9,0.32
69303,-0.06,-0.15,-0.04,-0.03,0.04
69330,-0.07,-0.16,0.04,0.04,-0.08
69394,-0.05,-0.1,-0.03,-0.04,-0.03
69447,-0.04,-0.09,-0.07,-0.12,0.09
69526,-0.05,-0.16,0.11,0.27,-0.12
69615,-0.04,-0.18,0.08,0.05,-0.13
69900,3.44,9.52,-1.92,-0.88,-4.32
69964,0.03,0.11,0.28,-0.65,0.29
70094,-0.0,0.04,0.32,0.05,-0.33
70110,-0.05,-0.11,0.43,-0.17,-0.58
70174,-0.26,-1.04,-0.48,0.31,-0.69
70316,0.07,0.48,-0.08,-0.39,0.75
70352,0.09,-0.12,0.02,-0.41,-0.12
70414,0.07,0.52,0.06,-0.13,0.73
70502,-0.03,0.23,0.28,0.23,0.22
70520,-0.06,-0.16,-0.04,-0.03,0.02
70566,-0.04,0.02,0.18,-0.18,-0.16
70637,0.02,0.07,-0.43,-0.94,0.46
70673,-0.06,-0.14,-0.02,-0.04,-0.01
70726,-0.07,-0.18,-0.0,0.04,-0.04
70744,-0.05,-0.07,0.06,-0.06,-0.01
70879,-0.06,-0.18,0.12,0.09,-0.03
70897,-0.07,-0.2,-0.05,0.0,0.0
70940,-0.07,-0.12,0.05,0.1,-0.0
70968,-0.06,-0.16,-0.04,-0.02,0.03
70986,-0.06,-0.16,-0.03,-0.02,-0.02
71055,-0.08,-0.03,0.23,0.2,0.23
71126,-0.06,-0.16,-0.05,-0.0,0.01
71199,-0.07,-0.08,0.17,0.14,-0.04
71260,-0.04,-0.01,-0.06,-0.02,0.19
71340,-0.05,-0.15,-0.03,-0.03,0.03
71457,-0.04,-0.22,-0.15,-0.02,0.21
71518,-0.06,-0.16,0.03,0.14,0.0
71536,-0.06,-0.16,-0.06,0.03,0.03
71572,-0.05,-0.1,-0.13,-0.03,0.07
71607,-0.06,-0.17,0.0,0.06,0.01
71634,-0.06,-0.18,-0.01,0.11,0.01
71698,0.0,-0.03,0.2,-0.27,0.3
71723,-0.06,-0.15,-0.03,-0.02,0.02
71787,-0.07,-0.2,0.0,0.09,-0.01
71812,-0.05,-0.11,-0.06,0.06,0.14
71858,-0.08,-0.11,-0.15,0.17,-0.15
71885,-0.07,-0.18,-0.03,-0.07,-0.02
71910,-0.06,-0.14,-0.03,-0.02,0.02
71956,-0.04,-0.13,0.08,0.29,0.02
72007,-0.04,0.16,0.03,-0.22,0.04
72034,-0.05,-0.13,-0.04,-0.05,0.04
72052,-0.06,-0.15,-0.07,0.0,0.02
72098,-0.06,-0.16,-0.02,0.02,0.02
72150,-0.06,-0.17,0.03,0.05,0.01
72221,-0.06,-0.18,-0.03,0.01,-0.01
72276,-0.04,-0.13,-0.12,-0.12,0.11
72383,-0.05,-0.19,-0.07,0.09,-0.01
72409,-0.02,-0.11,-0.78,-0.93,-0.88
72463,-0.06,-0.17,-0.03,0.05,0.0
72506,-0.07,-0.19,0.05,0.03,-0.12
72533,-0.05,-0.16,-0.2,-0.24,0.15
72579,-0.06,-0.17,-0.03,-0.02,-0.0
72604,-0.06,-0.16,-0.04,-0.01,0.03
72640,-0.05,-0.16,-0.03,-0.01,0.04
72677,-0.05,-0.09,-0.04,-0.05,-0.01
72819,-0.05,-0.16,-0.04,-0.0,0.0
72882,0.01,-0.15,-0.03,-0.17,0.13
72926,-0.02,-0.14,0.08,-0.01,0.15
72953,-0.06,-0.16,-0.04,-0.01,0.02
72980,-0.06,-0.17,-0.01,-0.03,0.02
73013,-0.05,-0.16,-0.0,0.08,0.03
73031,-0.05,-0.14,-0.11,-0.13,0.12
73068,-0.27,-0.67,-0.18,0.36,-1.49
73102,-0.03,-0.15,0.1,-0.15,-0.11
73246,0.01,0.17,-0.36,-0.38,0.83
73317,-0.06,-0.2,0.46,0.82,-0.18
73335,-0.01,-0.03,0.04,-0.44,0.02
73371,-0.06,-0.15,-0.02,-0.01,-0.0
73460,-0.06,-0.16,-0.05,-0.01,0.04
73503,-0.06,-0.17,-0.04,-0.01,0.01
73567,-0.03,0.06,-0.15,-0.42,0.1
73594,-0.06,-0.17,-0.04,0.02,0.01
73629,-0.12,-0.01,1.6,6.6,-1.71
73665,-0.06,-0.15,-0.03,-0.02,0.04
73709,-0.05,-0.12,-0.09,-0.1,0.08
73736,-0.05,-0.11,-0.12,-0.01,0.11
73772,-0.08,-0.2,0.03,0.15,0.0
73852,-0.05,-0.02,-0.13,0.22,-0.0
73905,-0.06,-0.18,-0.02,0.05,-0.02
73923,-0.07,-0.15,-0.01,-0.1,-0.1
73996,-0.05,-0.18,-0.05,-0.1,-0.01
74028,-0.13,-0.49,-0.29,-0.25,-0.14
74073,-0.06,-0.22,-0.02,0.01,-0.09
74108,-0.06,-0.16,-0.04,-0.02,0.02
74135,-0.06,-0.05,-0.07,-0.15,0.01
74171,-0.06,-0.16,-0.05,-0.01,0.02
74224,-0.06,-0.18,-0.04,0.01,-0.0
74242,-0.06,-0.13,-0.06,-0.02,0.08
74322,-0.05,-0.09,-0.0,0.11,0.18
74359,-0.05,-0.13,-0.09,-0.04,0.12
74411,-0.05,-0.19,-0.08,0.02,0.08
74509,-0.04,-0.16,-0.13,-0.13,0.03
74536,-0.07,-0.17,-0.01,0.0,-0.02
74554,-0.05,-0.15,-0.1,-0.1,0.06
74581,-0.07,-0.2,0.07,0.18,0.0
74616,-0.06,-0.16,-0.04,-0.0,0.02
74705,-0.06,-0.16,-0.04,-0.01,0.03
74732,-0.06,-0.16,-0.03,-0.01,-0.01
74750,-0.06,-0.19,-0.07,-0.0,0.01
74842,-0.06,-0.18,-0.01,0.02,0.03
74859,-0.0,1.42,0.89,0.62,0.3
74867,-0.05,-0.14,-0.02,-0.1,0.01
74875,-0.07,-0.27,0.03,-0.07,-0.28
74883,-0.06,-0.17,-0.0,0.08,0.03
74891,-0.06,-0.18,-0.04,0.03,-0.05
74907,-0.06,-0.24,-0.01,0.01,-0.15
74915,-0.06,-0.17,-0.02,0.03,0.01
74923,-0.05,-0.13,-0.06,-0.06,0.08
74931,-0.05,-0.15,-0.03,0.01,0.02
74949,-0.09,-0.23,0.11,0.21,-0.04
74956,-0.06,-0.17,-0.03,-0.01,0.01
75098,2.74,14.1,-2.82,29.47,13.44
75114,-0.19,-0.49,-0.12,0.5,-0.36
75150,0.31,1.06,1.41,2.65,-0.88
75203,0.43,2.6,0.93,1.68,2.16
75221,-0.06,-0.17,0.02,-0.05,-0.02
75258,-0.05,-0.05,-0.02,-0.11,-0.27
75338,-0.06,-0.16,-0.04,-0.01,0.02
75356,-0.05,-0.14,-0.03,-0.07,-0.01
75472,-0.05,-0.02,0.11,0.03,0.04
75515,-0.04,-0.13,-0.01,0.02,-0.01
75542,-0.06,-0.14,-0.03,-0.02,0.03
75613,-0.05,-0.16,-0.02,-0.04,0.02
75668,-0.05,-0.14,-0.03,-0.03,0.1
75686,-0.06,-0.16,-0.03,-0.01,0.03
75711,-0.05,0.01,-0.01,0.04,0.15
75766,-0.06,-0.12,-0.03,-0.02,0.06
75819,-0.06,-0.17,-0.05,-0.01,0.01
75864,-0.06,-0.17,-0.04,-0.03,0.02
75917,-0.06,-0.16,-0.04,-0.01,0.03
75953,-0.03,0.04,0.11,0.08,0.02
76004,-0.06,-0.16,-0.04,-0.02,0.02
76040,0.01,-0.97,-0.01,0.09,-1.31
76111,-0.06,-0.18,0.07,-0.15,-0.09
76139,-0.06,-0.14,-0.03,-0.02,0.01
76157,-0.04,-0.15,-0.05,0.02,0.12
76175,-0.04,-0.13,-0.05,0.02,0.07
76255,-0.04,-0.11,0.01,0.1,-0.02
76282,-0.06,-0.17,-0.03,0.0,0.01
76317,-0.05,-0.17,0.07,0.49,0.04
76353,-0.05,-0.15,0.01,0.15,0.08
76406,-0.06,-0.16,-0.01,-0.01,-0.01
76497,-0.06,-0.16,-0.03,-0.02,0.0
76558,-0.06,-0.16,0.01,-0.01,0.02
76585,-0.04,-0.16,-0.06,-0.09,0.01
76601,-0.06,-0.16,0.05,0.37,-0.07
76638,-0.06,-0.17,-0.03,0.02,0.02
76674,-0.04,0.0,0.09,0.21,-0.27
76692,-0.02,0.01,0.09,-0.15,0.18
76718,-0.06,-0.15,-0.04,-0.03,0.01
76745,-0.06,-0.18,-0.05,-0.02,0.01
76763,-0.06,-0.16,-0.04,-0.01,0.02
76807,-0.05,-0.12,-0.04,-0.06,0.04
76932,-0.06,-0.16,-0.05,-0.03,0.02
76969,-0.04,-0.18,0.22,-0.18,-0.05
76996,-0.06,-0.25,0.0,-0.03,-0.2
77028,-0.05,-0.15,-0.03,-0.01,0.05
77082,-0.06,-0.18,-0.02,-0.02,-0.0
77126,-0.05,-0.15,-0.04,-0.02,0.03
77153,-0.05,-0.11,0.02,-0.09,-0.03
77180,-0.07,-0.14,0.05,0.11,-0.05
77224,-0.06,-0.15,-0.03,0.25,0.1
77260,-0.05,-0.14,-0.04,-0.04,0.05
77288,-0.06,-0.16,-0.03,-0.01,0.0
77313,-0.1,-0.51,-0.07,0.26,-0.25
77331,-0.05,0.32,0.06,-0.15,0.21
77377,-0.06,-0.17,-0.02,-0.01,0.02
77402,-0.03,-0.18,-0.04,0.19,0.02
77475,-0.04,-0.04,0.0,-0.08,0.17
77509,-0.06,-0.15,-0.01,0.02,0.02
77536,-0.06,-0.14,0.02,0.02,0.08
77561,-0.06,-0.17,-0.02,0.03,0.02
77579,-0.06,-0.16,-0.03,0.01,0.02
77587,-0.05,-0.14,-0.09,-0.07,0.04
77595,-0.06,-0.15,-0.04,-0.03,0.02
77601,-0.06,-0.14,-0.0,0.04,0.08
77812,1.06,2.84,0.2,-0.12,1.05
77910,-0.03,-0.26,0.13,0.15,-0.38
78016,-0.04,-0.04,0.16,-0.14,0.06
78089,-0.06,-0.16,-0.02,0.11,-0.02
78141,-0.38,-3.63,4.3,1.44,1.77
78258,-0.18,-0.17,0.27,-0.16,-0.9
78329,-0.08,-0.18,0.77,0.57,0.58
78454,-0.05,-0.18,0.02,0.15,-0.09
78472,-0.06,-0.15,-0.0,-0.01,0.01
78542,-0.05,-0.12,-0.05,-0.04,0.1
78604,-0.06,-0.16,-0.01,-0.03,-0.1
78668,-0.05,-0.19,-0.04,0.09,-0.03
78711,-0.09,-0.17,-0.06,-0.4,-0.43
78748,-0.05,-0.17,-0.04,0.04,0.06
78828,-0.06,-0.16,-0.04,-0.02,0.03
78873,-0.05,-0.16,-0.03,-0.01,0.02
78926,-0.06,-0.18,-0.09,-0.04,0.01
79004,-0.03,0.05,-0.17,0.18,0.36
79077,-0.06,-0.12,-0.05,-0.07,-0.03
79157,-0.05,-0.15,-0.08,-0.05,0.05
79237,-0.05,-0.15,-0.05,-0.03,0.03
79308,0.06,0.27,1.01,0.32,1.51
79362,-0.07,-0.14,0.31,0.55,-0.13
79406,-0.06,-0.16,-0.04,0.03,-0.01
79497,-0.06,-0.16,-0.04,-0.03,0.01
79585,-0.06,-0.02,-0.08,-0.25,0.01
79656,-0.06,-0.17,-0.04,-0.02,0.04
79736,-0.05,-0.11,-0.03,0.01,0.1
79834,-0.05,-0.18,0.01,0.09,-0.17
79932,-0.06,-0.16,-0.03,-0.01,0.04
80043,-0.06,-0.15,-0.04,-0.02,0.01
80123,-0.02,0.03,-0.12,0.09,0.33
80249,-0.05,-0.17,0.05,0.1,-0.01
80285,-0.05,-0.14,-0.07,-0.03,0.05
80365,-0.06,-0.16,-0.04,-0.02,0.02
80427,-0.06,-0.16,-0.02,0.03,0.02
80506,-0.06,-0.16,-0.04,-0.03,0.01
80560,-0.06,-0.16,-0.04,-0.01,0.01
80613,-0.06,-0.16,0.01,0.12,0.02
80677,-0.05,-0.2,0.15,0.49,-0.08
80711,-0.06,-0.16,-0.01,0.04,0.01
80766,-0.06,-0.15,-0.03,-0.01,0.04
80846,0.11,-0.09,-0.06,-0.72,0.38
80908,-0.06,-0.07,-0.01,-0.08,-0.01
80980,-0.06,-0.14,-0.03,-0.01,0.01
81095,-0.0,0.06,-0.31,-0.57,0.36
81184,-0.04,-0.05,0.0,-0.09,0.04
81264,-0.04,0.09,-0.08,-0.1,0.22
81380,-0.05,0.01,-0.07,-0.35,-0.34
81415,-0.05,-0.06,-0.03,-0.11,0.03
81497,-0.06,-0.15,-0.02,0.01,0.03
81576,-0.06,-0.09,-0.01,0.22,-0.15
81656,-0.04,-0.12,0.0,0.13,-0.04
81754,-0.06,-0.16,-0.07,-0.05,0.03
81816,-0.05,-0.16,-0.12,-0.02,-0.01
81861,-0.06,-0.12,0.07,0.15,-0.08
81987,-0.06,-0.19,0.04,0.12,-0.18
82047,-0.08,-0.24,-0.07,0.02,-0.15
82136,-0.03,-0.09,-0.18,-0.06,0.05
82243,-0.06,-0.16,-0.03,-0.02,-0.01
82314,-0.05,-0.15,-0.05,-0.02,0.04
82396,-0.04,-0.11,-0.14,-0.17,0.14
82430,-0.02,0.1,-0.36,0.15,0.09
82555,-0.06,-0.15,-0.02,0.03,0.01
82617,-0.09,-0.13,-0.27,0.93,-0.17
82680,-0.06,-0.15,-0.03,-0.02,0.01
82733,-0.06,-0.11,-0.02,0.05,0.07
82779,-0.06,-0.16,-0.03,-0.01,0.01
82831,-0.05,-0.12,-0.04,0.01,0.05
82895,-0.12,-0.11,1.39,0.83,-1.76
83133,0.57,1.92,-3.4,-3.31,2.12
83151,-0.03,0.07,-0.1,-0.13,0.19
83197,-0.04,0.14,-0.31,-0.14,0.33
83320,0.53,1.1,-2.56,-1.92,-1.65
83375,-0.04,-0.18,0.18,-0.03,-0.06
83428,-0.06,-0.19,-0.01,0.35,-0.16
83464,-0.03,-0.02,-0.21,-0.22,0.11
83491,-0.15,1.26,2.52,-0.94,-0.52
83525,-0.04,0.37,1.02,0.2,0.14
83561,-0.04,0.52,-0.28,-0.23,-3.23
83632,-0.0,0.57,-0.48,-0.7,0.79
83749,0.1,0.51,-1.26,0.64,-0.39
83785,-0.06,-0.16,-0.04,-0.02,0.05
83847,-0.06,-0.13,-0.1,0.05,0.11
83936,-0.04,-0.09,-0.03,-0.07,0.11
83963,-0.05,-0.13,0.01,0.01,0.12
83981,-0.04,-0.19,-0.09,-0.0,0.16
84086,-0.04,0.03,-0.14,-0.16,0.11
84102,-0.06,-0.1,-0.03,-0.04,-0.04
84148,-0.05,-0.15,-0.05,-0.01,0.05
84175,-0.05,-0.06,-0.06,-0.08,0.03
84237,-0.06,-0.19,-0.03,0.03,-0.01
84264,-0.02,0.02,0.07,0.06,0.25
84344,-0.05,0.08,-0.14,-0.1,0.22
84380,-0.04,-0.09,-0.09,0.03,0.14
84415,-0.04,-0.1,-0.08,-0.07,0.08
84460,-0.05,-0.12,-0.09,0.02,0.1
84558,-0.01,-0.12,0.01,0.11,-0.41
84594,-0.02,-0.15,0.15,-0.27,-0.04
84629,-0.06,-0.08,-0.02,0.19,-0.01
84656,-0.05,-0.1,-0.16,-0.14,0.17
84754,-0.04,-0.06,-0.07,-0.02,0.09
84825,-0.02,0.0,-0.03,0.21,0.07
84923,-0.02,-0.07,-0.08,-0.24,0.14
85056,-0.06,-0.11,0.07,0.04,0.12
85074,-0.05,-0.14,0.01,-0.06,-0.0
85127,-0.05,-0.2,0.28,0.9,-0.04
85243,-0.06,-0.15,-0.04,-0.02,0.02
85289,-0.06,-0.14,-0.04,0.01,0.06
85341,-0.04,0.03,0.4,0.72,0.52
85412,0.01,0.33,-0.32,0.1,0.21
85467,-0.06,-0.16,-0.04,-0.02,0.04
85528,-0.04,-0.05,0.16,0.23,0.14
85582,-0.06,-0.17,0.01,0.09,-0.07
85626,-0.04,-0.06,0.09,-0.18,-0.05
85680,-0.09,0.01,0.49,0.16,-0.35
85760,-0.03,0.03,0.19,-0.12,-0.24
85788,-0.06,-0.12,-0.06,-0.03,0.09
85840,-0.07,-0.03,0.04,-0.1,0.24
85877,-0.04,-0.09,-0.02,-0.06,0.21
85920,-0.04,-0.02,-0.01,-0.13,0.01
85984,-0.05,-0.19,0.07,0.05,0.03
86133,-0.06,0.0,-0.08,-0.26,0.05
86188,-0.07,-0.1,0.46,0.57,-0.06
86222,-0.06,-0.12,-0.04,-0.05,0.02
86311,-0.05,-0.09,-0.05,-0.06,0.13
86339,-0.04,-0.03,-0.12,-0.03,0.31
86366,0.01,-0.1,-0.21,0.09,0.29
86438,-0.07,-0.1,0.02,0.01,0.01
86446,-0.06,-0.11,-0.08,-0.05,0.09
86453,-0.05,-0.13,-0.03,0.03,0.03
86461,-0.05,-0.17,-0.04,0.01,0.0
86479,-0.07,-0.05,-0.01,0.1,-0.17
86487,-0.06,-0.12,0.02,0.04,0.05
86495,-0.05,-0.17,-0.01,0.09,-0.1
86501,-0.05,-0.12,-0.01,0.01,0.08
86519,-0.05,-0.13,-0.02,0.05,-0.06
86687,0.98,4.73,-0.43,0.26,-3.84
86749,-0.03,-0.27,-0.22,0.01,0.34
86810,0.49,3.23,-0.17,-0.87,1.06
86883,-0.08,-0.19,0.14,0.12,-0.03
86936,-0.05,-0.41,-0.53,-0.65,-0.88
86990,-0.12,-3.5,2.46,2.23,-0.22
87059,0.19,1.03,-0.29,-0.87,1.53
87077,-0.1,-0.23,0.66,0.68,-0.41
87139,0.01,0.15,0.09,0.19,0.47
87175,0.05,0.18,0.07,-0.21,0.79
87219,-0.05,-0.21,-0.07,-0.03,0.12
87246,-0.05,-0.12,0.02,0.15,0.1
87291,-0.05,0.03,-0.09,1.13,-3.9
87362,-0.09,0.01,-0.01,-0.04,-0.22
87424,0.14,-0.02,-0.22,1.07,-1.13
87576,0.05,0.51,0.08,0.3,0.32
87638,0.31,1.14,-1.13,-3.36,2.07
87665,-0.15,1.19,0.45,-0.52,-0.62
87745,-0.05,-0.24,0.2,0.48,-0.14
87843,-0.06,-0.16,-0.04,-0.02,0.01
87996,-0.03,-0.04,0.05,0.09,0.08
88047,-0.07,-0.07,-0.09,-0.29,0.13
88092,-0.05,-0.1,0.09,0.23,0.0
88216,-0.06,-0.16,-0.04,-0.01,0.03
88261,-0.07,-0.07,0.06,0.2,-0.03
88350,-0.06,-0.2,-0.03,-0.01,-0.05
88449,-0.04,-0.07,-0.03,-0.13,0.06
88546,-0.06,-0.15,-0.05,0.14,0.06
88644,-0.04,-0.1,0.18,0.23,0.47
88788,-0.05,-0.17,-0.05,-0.07,0.05
88868,-0.06,-0.16,-0.04,-0.03,0.04
88920,-0.06,-0.16,-0.04,-0.01,0.03
89026,-0.06,-0.2,-0.03,-0.0,-0.05
89080,-0.05,-0.16,-0.04,0.0,0.02
89151,-0.06,-0.21,-0.08,-0.02,0.0
89240,-0.05,-0.46,-0.89,0.34,-1.23
89348,-0.06,-0.16,-0.07,-0.03,0.05
89428,-0.04,-0.09,-0.13,-0.22,0.12
89561,-0.08,-0.3,0.11,0.19,-0.29
89687,-0.05,-0.16,-0.03,0.03,0.05
89801,-0.06,-0.11,-0.04,-0.07,-0.04
89856,-0.07,-0.13,0.11,0.2,0.18
89954,-0.05,-0.18,0.05,-0.03,-0.03
90066,-0.06,-0.16,-0.04,-0.01,0.03
90119,-0.05,-0.14,-0.04,-0.03,0.08
90208,-0.06,-0.17,0.0,-0.01,-0.0
90262,-0.06,-0.16,-0.03,-0.01,0.02
90342,-0.06,-0.18,0.01,0.02,-0.03
90431,-0.03,-0.1,-0.13,-0.19,0.1
90538,-0.05,-0.09,-0.06,-0.09,0.11
90663,-0.07,-0.09,0.07,0.1,-0.04
90725,-0.05,-0.14,-0.05,-0.01,0.05
90805,-0.08,-0.2,0.04,0.05,0.02
90878,-0.1,-0.14,-0.07,0.03,-0.4
90994,-0.04,-0.04,0.01,0.0,0.01
91054,-0.06,-0.14,0.01,0.01,0.06
91116,-0.06,-0.15,-0.01,0.03,0.03
91232,-0.06,-0.08,0.08,0.02,0.04
91330,-0.09,-0.1,0.04,0.49,-0.12
91447,-0.06,-0.16,-0.04,-0.01,0.03
91535,-0.05,-0.15,-0.02,-0.03,0.03
91624,-0.06,-0.12,-0.08,-0.07,0.09
91688,-0.06,-0.18,-0.02,0.06,0.03
91731,-0.05,-0.15,-0.03,0.04,0.01
91795,-0.05,-0.17,-0.06,-0.06,-0.11
91937,-0.06,-0.11,-0.01,-0.05,-0.01
91982,-0.12,-0.9,0.04,0.49,-0.64
92097,-0.06,-0.14,-0.03,-0.01,0.03
92177,-0.05,-0.15,-0.03,0.0,0.03
92569,0.52,1.14,-2.79,1.48,-1.2
92587,-0.07,-0.22,0.09,0.34,-0.05
92658,0.55,2.81,-1.41,2.08,2.31
92701,0.02,0.74,-0.17,0.09,0.05
92765,0.03,-0.11,-0.44,-0.32,0.05
92783,-0.06,-0.16,-0.04,-0.02,0.03
92836,-0.08,-0.16,-0.08,0.05,0.04
92872,-0.05,-0.14,-0.03,0.01,0.07
92907,-0.07,-0.19,-0.04,0.03,-0.01
92961,-0.05,-0.14,-0.12,-0.18,-0.01
92989,-0.07,-0.17,-0.03,-0.05,-0.03
93021,-0.05,-0.13,-0.16,-0.1,-0.1
93067,-0.05,-0.17,-0.06,-0.04,0.15
93085,-0.05,-0.13,0.05,0.18,0.05
93101,-0.07,-0.22,0.02,0.14,-0.1
93156,-0.04,-0.13,-0.01,-0.07,-0.13
93209,-0.06,-0.19,0.01,-0.1,-0.01
93236,-0.06,-0.12,0.0,0.14,0.05
93281,-0.04,-0.18,-0.09,0.22,0.16
93325,-0.04,-0.13,-0.01,0.09,0.01
93370,-0.05,-0.15,0.01,0.0,0.03
93441,-0.06,-0.11,-0.06,-0.09,0.05
93487,-0.04,0.15,0.31,0.33,0.47
93539,-0.06,-0.06,-0.13,0.09,0.17
93575,0.03,-0.1,-0.3,-0.52,0.33
93600,-0.08,-0.29,0.16,0.33,-0.3
93628,-0.04,-0.1,-0.09,-0.17,0.05
93646,-0.05,-0.15,-0.04,-0.02,0.06
93664,-0.06,-0.22,-0.15,-0.2,-0.11
93717,-0.07,-0.18,-0.01,0.06,-0.01
93735,-0.06,-0.15,-0.05,-0.02,0.1
93771,-0.06,-0.12,-0.07,-0.09,-0.02
93815,-0.06,-0.16,-0.02,-0.03,0.01
93851,-0.05,-0.18,-0.02,0.0,-0.06
93888,0.04,0.15,-0.06,-0.52,0.31
93931,-0.06,-0.14,-0.05,-0.09,-0.03
93995,-0.05,-0.14,-0.1,0.1,-0.01
94045,-0.06,-0.17,-0.03,-0.01,0.02
94081,-0.08,0.01,0.28,0.34,-0.04
94107,-0.05,-0.18,0.06,-0.16,-0.21
94125,-0.06,-0.17,-0.03,0.02,-0.02
94161,-0.04,-0.07,0.01,-0.03,-0.12
94223,-0.06,-0.16,-0.06,-0.0,0.02
94269,-0.06,-0.17,-0.01,0.05,0.02
94312,-0.06,-0.18,-0.01,0.05,0.03
94330,-0.06,-0.15,-0.08,-0.04,0.06
94376,-0.07,-0.21,-0.03,0.05,-0.05
94429,-0.08,-0.21,-0.05,0.07,-0.02
94456,-0.05,-0.14,-0.06,-0.08,0.09
94492,-0.05,-0.16,0.02,0.11,0.02
94535,-0.06,-0.16,-0.04,-0.01,0.02
94562,-0.06,-0.2,-0.08,-0.02,-0.02
94580,-0.06,-0.17,-0.04,-0.01,0.02
94606,-0.04,-0.1,-0.11,-0.18,0.06
94651,-0.06,-0.16,-0.02,0.02,0.02
94688,-0.05,-0.12,-0.04,-0.05,0.02
94731,-0.08,-0.2,-0.01,-0.01,-0.06
94768,-0.06,-0.15,-0.11,-0.16,-0.11
94795,-0.05,-0.0,-0.07,-0.03,0.17
95060,3.69,8.81,-1.07,-1.45,3.31
95088,-0.09,-1.22,-0.29,-0.42,-0.67
95159,0.09,0.27,0.27,0.56,0.62
95239,0.02,0.04,0.35,1.7,-0.47
95293,0.19,0.73,0.13,0.75,0.33
95355,-0.01,-0.07,0.65,-0.2,-0.2
95391,0.2,1.0,-0.4,-1.67,-2.28
95471,0.03,0.05,0.71,1.78,1.07
95499,-0.08,-0.2,0.1,0.21,-0.04
95612,-0.06,-0.15,-0.04,-0.02,0.01
95667,-0.07,-0.17,-0.03,0.01,0.01
95747,0.04,0.46,-0.34,-0.35,0.76
95792,-0.05,-0.11,0.07,0.16,-0.08
95872,-0.06,-0.19,-0.02,-0.04,-0.16
95943,-0.07,-0.17,-0.06,0.05,-0.01
96003,-0.06,-0.13,-0.02,-0.01,0.05
96058,-0.05,-0.08,-0.05,-0.07,0.02
96110,-0.04,-0.07,-0.08,-0.06,0.08
96147,-0.05,-0.15,-0.03,-0.02,0.05
